회원코드,프로그램,상태,프로그램가격,최종결제금액,결제시각,결제유형,채널,보조식품가격,보조식품(추가구매)
XDRW02VJ,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-21 오전 1:09:27.400000,Recurring,email,0,구매안함
ZAWMCT1H,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-11 오전 11:27:43.776000,Recurring,naver,0,구매안함
B5TGTCH8,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-28 오전 10:11:56.856000,Recurring,facebook,0,구매안함
AQS6YWUT,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-23 오후 10:42:11.936000,Recurring,others,0,구매안함
CWPE9D7W,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-04-19 오전 3:39:32.736000,Recurring,facebook,0,구매안함
O37DTCMF,체중감량 프로그램 (타입B),completed,112500,129500,2017-03-21 오후 9:19:35.360000,Recurring,facebook,17000,식이요법보조제A
0CU35HZG,체중감량 프로그램 (타입 A),cancelled,112500,152500,2017-07-26 오후 12:50:47.688000,Recurring,facebook,0,구매안함
824HOVDG,체중감량 프로그램 (타입 A),refunded,112500,129500,2017-08-23 오전 8:07:07.664000,Recurring,facebook,17000,식이요법보조제A
ZDD42XKB,체중감량 프로그램 (타입 A),refunded,112500,112500,2017-08-06 오후 7:55:40.320000,Recurring,others,0,구매안함
C3IM8TUZ,체중감량 프로그램 (타입B),completed,112500,112500,2017-04-02 오후 8:52:02.728000,Recurring,facebook,0,구매안함
U0RN1HXY,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-21 오후 5:35:39.896000,Recurring,facebook,0,구매안함
Q6KSFHW6,체중감량 프로그램 (타입 A),completed,112500,129500,2017-07-21 오전 1:39:57.016000,Recurring,facebook,17000,식이요법보조제A
YH4PR9H8,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-04 오전 3:30:24.399999,Recurring,facebook,40000,단백질보충제B
HCTXHZUF,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-22 오후 12:29:58.904000,Recurring,facebook,0,구매안함
WYC9XS9X,체중감량 프로그램 (타입 A),refunded,112500,112500,2017-08-13 오전 4:18:30.168000,Recurring,facebook,0,구매안함
THD0EOG8,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-17 오후 10:35:19.648000,Recurring,naver,0,구매안함
64PMEPHB,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-08 오전 10:47:38.376000,Recurring,naver,0,구매안함
53I9ANDG,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-11 오전 2:05:16.832000,Recurring,naver,0,구매안함
ZX0SSLV4,체중감량 프로그램 (타입B),completed,112500,129500,2017-05-08 오전 9:42:42.792000,Recurring,facebook,17000,식이요법보조제A
U4468AYR,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-19 오전 8:11:38.360000,Recurring,facebook,0,구매안함
3UJ4GXQQ,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-08-09 오후 8:44:05.408000,Recurring,facebook,0,구매안함
0Q8RVSSA,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-28 오후 10:13:13.192000,Recurring,others,0,구매안함
2W7IFWCF,체중감량 프로그램 (타입 A),completed,112500,152500,2017-06-07 오후 7:40:39.736000,Recurring,facebook,40000,단백질보충제B
XC019GRD,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-13 오후 11:38:55.864000,Recurring,naver,0,구매안함
Y6XFS3FR,체중감량 프로그램 (타입B),completed,44780,84780,2017-05-24 오후 7:33:23.120000,Recurring,facebook,40000,단백질보충제B
2D7XQB2I,체중감량 프로그램 (타입 A),completed,112500,129500,2017-07-27 오전 8:10:39.296000,Recurring,facebook,17000,식이요법보조제A
EY74EM40,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-22 오후 9:25:08.864000,Recurring,facebook,0,구매안함
W4USFK2O,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-16 오후 2:21:21.272000,Recurring,facebook,0,구매안함
C7ZUWOIH,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-07-12 오후 5:09:12.872000,Recurring,facebook,0,구매안함
KUNQNGV5,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-17 오후 8:47:17.296000,Recurring,facebook,0,구매안함
JOHXGCBA,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-01 오전 4:55:48.135999,Recurring,facebook,0,구매안함
G35SSWTV,체중감량 프로그램 (타입B),completed,44780,44780,2017-05-09 오후 9:28:45.656000,Recurring,facebook,0,구매안함
LMXJ243G,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-18 오전 9:38:31.584000,Recurring,facebook,17000,식이요법보조제A
4AIPS4KH,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-04 오전 6:39:59.248000,Recurring,facebook,0,구매안함
Z92IKU2K,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-25 오전 6:11:28.056000,Recurring,facebook,0,구매안함
4P4DOBTR,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-08 오전 10:03:02.672000,Recurring,facebook,17000,식이요법보조제A
XZUITJCA,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-09 오후 5:34:32.280000,Recurring,facebook,0,구매안함
MWWCXTWR,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-03 오전 10:57:59.888000,Recurring,facebook,0,구매안함
Y6C9VVFJ,체중감량 프로그램 (타입B),cancelled,112500,129500,2017-04-30 오후 10:46:32.032000,Recurring,facebook,0,구매안함
JWZ2M7HW,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-14 오후 11:45:50.768000,Recurring,facebook,0,구매안함
M5IGEW6K,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-05-29 오후 5:46:38.272000,Recurring,others,0,구매안함
8551TD0W,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-12 오후 4:01:58.000000,Recurring,facebook,0,구매안함
O2UBMAXK,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-15 오후 9:37:58.960000,Recurring,facebook,0,구매안함
7LJCI4G4,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-05 오후 10:06:57.712000,Recurring,facebook,0,구매안함
Y6K1RVLA,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-28 오후 3:50:32.432000,Recurring,facebook,0,구매안함
XK5DNEKE,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-10 오전 6:55:13.936000,Recurring,others,0,구매안함
GLR3MG9E,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-04-24 오후 3:32:11.024000,Recurring,others,0,구매안함
T0FRBW9Z,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-27 오전 12:33:43.016000,Recurring,facebook,0,구매안함
5W4YXL19,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-07-30 오후 11:01:08.200000,Recurring,facebook,0,구매안함
YMDT3J8O,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-01 오전 7:57:27.416000,Recurring,facebook,0,구매안함
HI9IHLBP,체중감량 프로그램 (타입B),completed,112500,112500,2017-04-12 오후 3:10:09.728000,Recurring,facebook,0,구매안함
QPPNFVKP,체중감량 프로그램 (타입 A),completed,112500,129500,2017-07-27 오후 10:01:26.072000,Recurring,facebook,17000,식이요법보조제A
R8D8XH5U,체중감량 프로그램 (타입B),cancelled,112500,129500,2017-03-19 오후 9:14:54.624000,Recurring,facebook,0,구매안함
HTWEUCXN,체중감량 프로그램 (타입B),cancelled,112500,129500,2017-05-07 오전 1:08:19.648000,Recurring,facebook,0,구매안함
PSNE7I2X,체중감량 프로그램 (타입B),completed,44780,44780,2017-05-10 오전 11:30:01.168000,Recurring,naver,0,구매안함
6CGELBLM,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-06-25 오후 6:07:19.888000,Recurring,facebook,0,구매안함
HNYPYPR0,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-04-24 오전 11:31:07.064000,Recurring,others,0,구매안함
7XWBVXS4,체중감량 프로그램 (타입B),completed,44780,44780,2017-04-14 오전 12:00:07.952000,Recurring,naver,0,구매안함
UPDGHBEF,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-08 오후 7:51:30.920000,Recurring,naver,0,구매안함
UE542CZQ,체중감량 프로그램 (타입B),completed,112500,129500,2017-03-21 오후 11:15:44.896000,Recurring,facebook,17000,식이요법보조제A
54O2UXGD,체중감량 프로그램 (타입B),completed,112500,112500,2017-04-08 오후 9:47:20.632000,Recurring,facebook,0,구매안함
7WTJSQ91,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-06 오후 11:50:57.264000,Recurring,facebook,0,구매안함
CNSH5P6E,체중감량 프로그램 (타입 A),completed,68900,68900,2017-08-13 오전 6:46:17.928000,Recurring,facebook,0,구매안함
GX3T0IWJ,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-09 오후 5:12:12.776000,Recurring,facebook,0,구매안함
UHG98M1Q,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-09 오후 10:33:07.640000,Recurring,facebook,0,구매안함
ZJLAJNMT,체중감량 프로그램 (타입B),completed,112500,129500,2017-04-20 오후 4:55:03.896000,Recurring,facebook,17000,식이요법보조제A
HQCZQLO3,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-23 오전 3:32:49.872000,Recurring,others,0,구매안함
0TDLLIO1,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-19 오후 11:42:18.432000,Recurring,naver,0,구매안함
QXR9S866,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-12 오후 9:56:29.976000,Recurring,facebook,0,구매안함
AT072K3Z,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-31 오후 8:36:53.335999,Recurring,facebook,0,구매안함
B6UBBEE9,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-28 오전 3:32:43.872000,Recurring,facebook,0,구매안함
F6D9CWE3,체중감량 프로그램 (타입 A),completed,112500,129500,2017-06-07 오후 7:29:02.136000,Recurring,facebook,17000,식이요법보조제A
QX9ZJTYA,체중감량 프로그램 (타입B),completed,112500,129500,2017-05-18 오전 3:54:12.704000,Recurring,facebook,17000,식이요법보조제A
3DGUTCN2,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-22 오후 4:15:51.928000,Recurring,facebook,0,구매안함
RMX5SRQD,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-06 오후 7:56:30.648000,Recurring,facebook,0,구매안함
ZDUZ8WM5,체중감량 프로그램 (타입B),cancelled,44780,44780,2017-05-22 오후 2:33:03.088000,Recurring,facebook,0,구매안함
0L98UTLU,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-28 오전 10:20:58.120000,Recurring,naver,0,구매안함
4IAHQXWQ,체중감량 프로그램 (타입 A),completed,112500,129500,2017-07-04 오전 6:28:18.192000,Recurring,facebook,17000,식이요법보조제A
ZEBQ2TL3,체중감량 프로그램 (타입B),completed,44780,44780,2017-04-17 오전 4:53:25.816000,Recurring,others,0,구매안함
9DW2CD22,체중감량 프로그램 (타입B),completed,112500,129500,2017-05-01 오후 9:27:27.855999,Recurring,facebook,17000,식이요법보조제A
C0IRH99K,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-03 오후 2:20:57.016000,Recurring,facebook,0,구매안함
H4ZW54DY,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-23 오전 10:24:58.896000,Recurring,others,0,구매안함
TK5O5RT5,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-21 오전 8:24:33.256000,Recurring,email,0,구매안함
3UL4TN5O,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-16 오후 3:15:11.120000,Recurring,others,0,구매안함
5YHW6NCE,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-03-23 오전 9:33:21.792000,Recurring,facebook,0,구매안함
F76ZSG05,체중감량 프로그램 (타입 A),refunded,112500,129500,2017-07-29 오전 10:55:33.744000,Recurring,facebook,17000,식이요법보조제A
SQADG38T,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-13 오후 1:39:01.032000,Recurring,facebook,0,구매안함
FN8LILMG,체중감량 프로그램 (타입B),cancelled,112500,129500,2017-04-07 오후 6:33:40.680000,Recurring,facebook,0,구매안함
35D7YRDB,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-07 오후 6:07:35.104000,Recurring,facebook,0,구매안함
LJEUWEHW,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-29 오후 12:44:03.192000,Recurring,facebook,0,구매안함
A85V754T,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-23 오후 3:36:12.336000,Recurring,others,0,구매안함
SGY1WO6U,체중감량 프로그램 (타입B),refunded,112500,112500,2017-03-20 오전 1:01:54.576000,Recurring,others,0,구매안함
ZSCEF17F,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-17 오후 3:48:30.960000,Recurring,naver,0,구매안함
1J1NGYRH,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-13 오후 8:35:38.840000,Recurring,facebook,0,구매안함
ZS3RLI6R,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-16 오후 7:49:50.728000,Recurring,facebook,0,구매안함
3FK38YO9,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-15 오전 7:04:04.208000,Recurring,naver,0,구매안함
YQPWL4R1,체중감량 프로그램 (타입B),cancelled,112500,129500,2017-03-18 오전 10:52:08.704000,Recurring,facebook,0,구매안함
NTHSEFOW,체중감량 프로그램 (타입 A),cancelled,118000,135000,2017-06-10 오후 8:28:31.776000,Recurring,facebook,0,구매안함
RXS454SQ,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-05 오전 12:22:57.784000,Recurring,facebook,0,구매안함
OWXWAL86,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-25 오전 8:16:21.952000,Recurring,email,0,구매안함
N16OAB5D,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-14 오후 4:59:52.432000,Recurring,facebook,0,구매안함
UNRA1SBD,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-31 오후 7:58:58.600000,Recurring,facebook,0,구매안함
LFA37J6A,체중감량 프로그램 (타입 A),completed,68900,85900,2017-08-25 오후 5:13:35.216000,Recurring,facebook,17000,식이요법보조제A
T4ZKOZE6,체중감량 프로그램 (타입 A),completed,112500,129500,2017-07-05 오전 11:50:57.280000,Recurring,facebook,17000,식이요법보조제A
7SBZ62BX,체중감량 프로그램 (타입 A),refunded,118000,118000,2017-06-12 오후 5:58:00.424000,Recurring,others,0,구매안함
4PX8464X,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-22 오후 9:14:43.680000,Recurring,facebook,0,구매안함
0X5OKFJ6,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-29 오전 6:27:01.776000,Recurring,facebook,17000,식이요법보조제A
5E4NS5C6,체중감량 프로그램 (타입B),cancelled,112500,129500,2017-04-13 오전 11:22:10.376000,Recurring,facebook,0,구매안함
CYKXD5S9,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-27 오후 12:44:28.152000,Recurring,instagram,0,구매안함
21UFP29R,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-28 오후 5:43:39.984000,Recurring,facebook,0,구매안함
UVYKOD2X,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-27 오후 9:42:58.168000,Recurring,facebook,17000,식이요법보조제A
TI332E9D,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-27 오후 8:51:50.176000,Recurring,facebook,0,구매안함
SDM0TH5R,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-21 오후 2:48:31.784000,Recurring,naver,0,구매안함
I46IV1D1,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-22 오후 10:11:57.688000,Recurring,facebook,0,구매안함
0VFQPAV4,체중감량 프로그램 (타입B),cancelled,44780,61780,2017-04-22 오전 6:56:05.328000,Recurring,facebook,0,구매안함
JELOT1YA,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-06-12 오후 3:24:34.392000,Recurring,facebook,0,구매안함
HNZG5V7G,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-26 오후 6:59:47.608000,Recurring,email,0,구매안함
TMNWG7XM,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-04-19 오전 1:13:15.648000,Recurring,others,0,구매안함
4RRB1K2X,체중감량 프로그램 (타입B),completed,112500,112500,2017-03-24 오전 12:06:59.160000,Recurring,facebook,0,구매안함
ELKEFGO3,체중감량 프로그램 (타입B),cancelled,44780,44780,2017-04-19 오후 11:55:40.160000,Recurring,facebook,0,구매안함
V68QMLW5,체중감량 프로그램 (타입B),completed,112500,129500,2017-03-17 오전 8:14:51.272000,Recurring,facebook,17000,식이요법보조제A
UCGRIO7N,체중감량 프로그램 (타입B),refunded,112500,129500,2017-05-21 오후 8:06:30.680000,Recurring,facebook,17000,식이요법보조제A
O09P94MV,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-13 오후 11:01:23.816000,Recurring,naver,0,구매안함
AQ9HOWB3,체중감량 프로그램 (타입B),completed,112500,112500,2017-04-17 오후 11:09:03.160000,Recurring,direct,0,구매안함
